orgao,link,titulo,reclamacao,nome_orgao_site,id,grupo_avaliando,insatisfacao,avaliadores,range.avaliacoes
anac-agencia-nacional-de-aviacao-civil,https://cidadao.reclameaqui.com.br/337498/anac-agencia-nacional-de-aviacao-civil/nao-consigo-falar-no-telefone/,NÃO CONSIGO FALAR NO TELEFONE.,"Estou com um problema com a empresa GOL e preciso de informações da ANAC. Não consigo contato com nenhum nesses telefones: 163 diz que não existe, o (61)3314 4155 da ouvidoria chama e fica mudo em espera e não atende e o 0800 está desativado. Comprei bilhetes de passagens cerca de quase 2 meses atrás e a GOL cancelou o meu horário de voo de retorno. Eles estão me oferecendo horários que não me atendem e disseram que se eu quiser, a empresa me reembolsa parcialmente. Resumindo, sobre a Resolução 400 quero dizer que não tenho interesse em reembolso, nem mesmo nos outros horários que me ofereceram, porque fogem dos meus compromissos já firmados. Preciso saber se tenho direito que a GOL me acomode em um horário bem próximo numa outra empresa aérea. Aguardo retorno.",http://http://www.anac.gov.br/,11,6,2,7,3
anac-agencia-nacional-de-aviacao-civil,https://cidadao.reclameaqui.com.br/378913/anac-agencia-nacional-de-aviacao-civil/reembolso/,Reembolso,"Solicitei o reembolso na empresa aerea TAP em 22 de marco de 2018 e ate o momento nao recebi o reembolso. Diante disso fiz uma reclamacao na empresa TAP, sob o numero 2018 146943, e tambem infelizmente ate o momento nao me responderam. Por favor se puder me ajudar agradeco",http://http://www.anac.gov.br/,12,1,2,5,1
anac-agencia-nacional-de-aviacao-civil,https://cidadao.reclameaqui.com.br/291232/anac-agencia-nacional-de-aviacao-civil/alteracao-de-voo-sem-previo-aviso/,Alteração de voô sem prévio aviso,"Comprei uma passagem pela companhia aérea GOL no dia 24/02/16 (localizador VLJY9K). O itinerário seria Confins - Porto Seguro, saindo 11:20 e chegando 13:12, voô direto no dia 06/05/16. A volta seria Porto Seguro - Confins, também direto, saindo 13:40 e chegando 15:10 no dia 08/05/16. Hoje, dia 05/05/16 entro no site da GOL para fazer o meu check-in e descubro que meus voôs foram completamente alterados sem nenhum aviso prévio, seja por email, seja por telefone. Agora o itinerário conta com 1 parada, tanto na ida quanto na volta, com horas a mais de viagem. Liguei para a GOL, e me ofereceram outros horários, mas ainda sim com paradas, nenhum direto. Chega a ser RIDÍCULO o descaso da companhia com o cliente. A mulher que me atendeu mencionou que me enviaram email para que eu confirmasse esta alteração, mas até o presente momento não recebi nenhum email. Até quando nós seremos lesados com serviços de PÉSSIMA qualidade e nada acontecerá com essas companhias?",http://http://www.anac.gov.br/,13,2,5,7,2
anac-agencia-nacional-de-aviacao-civil,https://cidadao.reclameaqui.com.br/339532/anac-agencia-nacional-de-aviacao-civil/a-lenda-de-diminuicao-precos-das-passagens-com-a-retirada-ba/,A lenda de diminuição preços das passagens com a retirada bagagem gratuita,"Semana passada comprei passagem na promoção da GOL - R$ 128 (com bagagem). Hoje na promoção da gol para mesmo voo tarifa light R$ 158 (sem bagagem)...  kkkk... só tipico brasileiro mesmo para acreditar nessa historinha da ANAC de reduzir preços ao consumidor... Vivemos no Brasil, não havia dúvidas em relação ao verdadeiro resultado final.",http://http://www.anac.gov.br/,14,3,1,5,2
anac-agencia-nacional-de-aviacao-civil,https://cidadao.reclameaqui.com.br/347517/anac-agencia-nacional-de-aviacao-civil/avioes-voando-baixo-e-fazendo-muito-barulho/,Aviões voando baixo e  fazendo muito barulho.,"A partir deste mês de setembro de 2017, durante todo tempo, avioes de pequeno porte começaram a fazer rota aérea na região do Bairro Saliado Filho  em Belo Horizonte/MG. O barulho é insuportável, uma vez que os  aviões são  pequenos e voam baixo, além dos vôos serem intermitentes.",http://http://www.anac.gov.br/,15,4,2,5,1
anac-agencia-nacional-de-aviacao-civil,https://cidadao.reclameaqui.com.br/365358/anac-agencia-nacional-de-aviacao-civil/1-via-da-indentidade/,1ºVIA DA INDENTIDADE,"JÁ TEM MAIS DE UM MÊS QUE VENHO ENTRANDO NO SITE DA POLICIA CIVIL PARA AGENDAR A 1º DA IDENTIDADE DA MINHA FILHA E NÃO CONSIGO  AGENDAR PELO SISTEMA  QUE SO INFORMA QUE NAO TEM VAGA .
PEÇO UMA SOLUÇAÕ PARA ESSE PROBLEMA POR  FAVOR DESDE JA AGRADEÇO",http://http://www.anac.gov.br/,16,5,1,3,1
anac-agencia-nacional-de-aviacao-civil,https://cidadao.reclameaqui.com.br/311620/anac-agencia-nacional-de-aviacao-civil/ciclo-vicioso-cia-aerea-te-empurra-para-policia-civil-polici/,"Ciclo vicioso: Cia Aérea te empurra para Polícia Civil, Polícia Civil para ANAC, ANAC para Cia aérea","
        Ao chegar em um voo no Aeroporto de Guarulhos e coletar a bagagem que havia despachado, notei que ela foi arrombada e que itens em seu interior foram furtados.
Depois de não ter sido atendida nem pela cia. aérea, nem pela Polícia Civil (era muito cedo, os escrivão disseram que estavam ocupados e se recusaram a registrar o BO!), também não consegui registrar uma reclamação na ANAC.
Os funcionários da agência simplesmente disseram que eu deveria insistir na PCSP e na cia aérea, ou entrar na justiça.
No voo em que eu estava outro passageiro também havia tido o mesmo problema. Esses casos de furtos em bagagem despachada, que ocorrem no interior dos aeroportos, nunca serão solucionados enquanto a polícia, a ANAC e a cia aérea continuarem se recusando a, pelo menos, registrar uma reclamação.",http://http://www.anac.gov.br/,17,6,3,7,2
anac-agencia-nacional-de-aviacao-civil,https://cidadao.reclameaqui.com.br/332207/anac-agencia-nacional-de-aviacao-civil/uma-autarquia-que-nao-serve-pra-nada-cabide-de-empregos-demi/,Uma autarquia que NÃO serve pra nada! Cabide de empregos! Demitam todos!,"Mais de 200 reclamações e NENHUMA é atendida. Isso é o escárnio que essa MER-DA de autarquia tem com seus cidadãos. Tomara que um novo presidente EXTINGUA essa porcaria e DEMITA todos os seus funcionários.
VOCÊ, FUNCIONÁRIO DA ANAC, VOCÊ É FUNCIONÁRIO DE UMA MER-DA DE AUTARQUIA, QUE SUBTRAÍ O DINHEIRO DO POVO, E NÃO SERVE PRA NADA!!!!
Nem perca seu tempo. Isso aqui não serve pra nada.
Até hoje essa PORCARIA de autarquia sequer criou regras específicas para cancelamento ou limitou, de maneira EXPRESSIVA E CLARA os limites de multas por cancelamento de passagem.
OU SEJA: NÃO SERVEM PRA NADA! NADA! NADA! Nem pra responder uma simples mensagem essa MER-DA de autarquia serve.",http://http://www.anac.gov.br/,18,1,5,5,0
anac-agencia-nacional-de-aviacao-civil,https://cidadao.reclameaqui.com.br/367162/anac-agencia-nacional-de-aviacao-civil/as-viagens-de-aviao-estao-piores-que-viajar-de-combi/,As viagens de aviao estão piores que viajar de combi,"
        Com essa nova lei de todos serem OBRIGADOS a levarem suas malas em cima, porque não houve redução de passagem e precisa-se pagar pra despachar malas está péssimo o embarque  desembarque, é muito tumulto é muita confusão, antes mesmo dessa lei já havia pouco espaço para bagagem de mão agora a zona está garantida, vocês da Anac não zelam por nada a respeito do consumidor, só brasileiro mesmo pra aceitar isso calado",http://http://www.anac.gov.br/,19,2,3,7,3
anac-agencia-nacional-de-aviacao-civil,https://cidadao.reclameaqui.com.br/341683/anac-agencia-nacional-de-aviacao-civil/evitando-confusoes-com-horarios/,Evitando confusões com horários,"Bom dia,
Ontem a minha esposa perdeu um vôo doméstico devido a uma confusão com o  horário pois o vôo estava marcado para 0:00h do dia 17, ou seja, primeira hora do dia, no entanto, ela imaginou que seria a meia noite do dia 17 (final do dia), o que gerou a perda do seu vôo. Embora reconheça que este foi um erro e uma falta de atenção do passageiro, acredito que outras pessoas cometem o mesmo equívoco e as empresas lucram com isto pois foi preciso comprar uma nova passagem (no caso em questão a empresa foi a AZUL); portanto, como uma sugestão de melhoria no processo e que com certeza evitará novas situações desagradáveis e prejuízos aos passageiros, a ANAC ou órgão competente, deveria orientar ou obrigar as empresas a colocar o vôo com o horário  às 23:59h do dia anterior e não 0:00h do dia seguinte. Este é um pequeno detalhe, imagino que não altera em nada a rotina do aeroporto e das empresas aéreas, mas evitará uma serie de desgastes e fará uma enorme diferença na vida dos passageiros.
Espero com esta pequena sugestão ajudar a melhorar os serviços;
Desde já agradeço
Mateus",http://http://www.anac.gov.br/,20,3,1,5,1
anac-agencia-nacional-de-aviacao-civil,https://cidadao.reclameaqui.com.br/375501/anac-agencia-nacional-de-aviacao-civil/cancelamento-de-voo/,Cancelamento de voo,"Comprei um pacote na Decolar.com.
Infelizmente precisamos cancelar, o que seria feito pelo código do consumidor, artigo 49.
Fui informada pela atendente da Decolar que a Avianca não segue esse artigo do Código.
Não entendo como qualquer empresa possa desrespeitar uma lei com a aprovação da Anac.
Vocês podem me explicar esse absurdo?
Solange Teixeira
(61)99241-7958",http://http://www.anac.gov.br/,21,4,3,5,3
