orgao,link,titulo,reclamacao
http://http://www.cultura.gov.br,https://cidadao.reclameaqui.com.br/230876/ministerio-da-cultura/nao-consigo-acessar-o-curso-my-english-on-line/,Não consigo acessar o Curso My English On line ," 
        Fiz minha inscrição no My English On line, do Mistério da Educação e Cultura, e fui selecionada, porém não consigo acessar o curso. Primeiro porque não recebi nenhum login e senha, que eles dizem que devemos usar para entrar no curso, depois tentei acessar com senha e login de meu cadastro, também não consigo. Enviei vários e-mails, anexos, acessei o suporte do curso, mas não adianta. Enviaram vários e-mails cobrando meu acesso, caso contrário vão bloquear o meu acesso e me excluir do curso. Como vou entrar se não consigo por culpa da incompetência deles próprios, e ainda serei injustamente prejudicada         "
http://http://www.cultura.gov.br,https://cidadao.reclameaqui.com.br/208579/ministerio-da-cultura/o-sistema-salicweb/,o Sistema SalicWeb ," 
        Tenho tentado me cadastrar no  Sistema SalicWeb,a vários dias, mais este sistema não funciona. O cadastro e feito, mais não recebo a confirmação por email.Tenho um projeto para a copa do mundo,e o prazo de entrega termina dia 4 de novembro.         "
http://http://www.cultura.gov.br,https://cidadao.reclameaqui.com.br/279449/ministerio-da-cultura/omissao/,omissão ," 
        boa noite, fiz essa reclamação ao MEC ATRAVÉS DO 0800-616161, CENTRAL TELEFÔNICA DO MEC:
solicitei há mais de dois meses minha transferência com toda documentação exigida, por motivo de mudança de endereço à serviço por interesse da união. polo simões filho-BA para Rio-II (av. presidente vargas) RJ (serviço social). As aulas já começaram e não foi feita minha transferência nem obtive resposta. O polo me passou que abriu chamado e não teria sido respondido pelo prouni, porém liguei para o MEC e o mesmo me falou que não cabe a ele esse serviço e sim exclusivamente da universidade e de seu coordenador prouni na instituição.
Solicito que resolvam pois, semestre passado vcs demoraram para renovar minha matrícula e paguei dependência sem ter sido reprovado.
OBS: Informo ainda que minha esposa (Flaviana frança de Souza Brum) encontra-se em mesma situação, porém ainda em salvador liguei para o polo Rio-II e me foi informado que teria o semestre dela,(pedagogia) ao chegar aqui tive a desagradável surpresa de saber que a funcionária errou e não tem o 7º semestre, sendo assim solicito que a transferência dela seja para outra instituição, já que a unopar não disponibiliza o mesmo.
aguardo retorno breve antes de buscar meus direitos judicialmente e através de mídia negativa à instituição.
ATT: Robespierre de Carvalho Brum, aluno de serviço social.
grato aguardo retorno. 
APÓS MINHA RECLAMAÇÃO A ATENDENTE ME PASSOU QUE O MEC NÃO PODE FAZER NADA PARA GARANTIR O MEU DIREITO...
Como pode o órgão responsável pela fiscalização das instituições de ensino, me falar que não pode tomar qualquer providencia junto a universidade para garantir o direito do aluno.         "
http://http://www.cultura.gov.br,https://cidadao.reclameaqui.com.br/269239/ministerio-da-cultura/descaso-com-o-museu-nacional-de-belas-artes/,Descaso com o Museu Nacional de Belas Artes ," 
        Senhor/Senhora Administradora,
Foi com muito pesar que frequentei o Museu Nacional de belas Artes (Rio de janeiro) e percebi o imenso descaso com o acervo nacional de arte (belíssimo), pois as instalações estavam mal cuidadas e, o mais grave, sem ar condicionado nesta época crítica do ano, o verão carioca.
Senti muita vergonha por ser brasileiro, vendo muitos turistas reclamando e comentando a situação que se encontravam as obras e os funcionários, ambiente inóspito, podendo causar problemas para os turistas, funcionários e para as obras.
Atenciosamente,
Salomão.         "
http://http://www.cultura.gov.br,https://cidadao.reclameaqui.com.br/231446/ministerio-da-cultura/descaso/,descaso ," 
        Bom dia, gostaria de deixar aqui registrado Minha raiva em relação ao setor público, pois trabalho em uma escola onde tinha a intenção de ir no parque escola Sabina em Santo André.. mas. Prefeitura me informou que  Parque público só da direito de passear ou entrar se Vc for morador de Santo André         "
http://http://www.cultura.gov.br,https://cidadao.reclameaqui.com.br/229253/ministerio-da-cultura/fies/,Fies ," 
        O Fnde /MEC prorrogaram o prazo pra aditamento d dilatação e aditamento 1/2015. Mas só pra inglês ver , porque no sistema não está disponível os serviços, continua sem resolver o problema. Não consegui aditar o semestre 2/2014, fui obrigada a pedir a suspensão do mesmo assumindo um acordo com a faculdade de R$7.000, que dividiram de 12x465,00. Isso tudo pra conseguir aditar pelo menos o 1/2015 mas desde inicio do ano eu venho tentando e nada, entro em contato com 0800616161 um bando de atendente que só sabem passar informações e ler cláusulas de contrato do FIES mas ninguém soluciona nenhum problema, não resolvem nada e o contato pelo site apenas fazem control C e control V ninguem não tem alçada pra resolver o problema do sistema, com isso quem fica com um prejuízo enorme é o estudante, no meu caso estou tendo que pagar esse acordo de 465,00 + a mensalidade desse semestre 1.256,00 , faltando apenas 2 semestres pra eu me formar, deixam a gente na mão dessa forma, corro o risco de não consegui me formar depois d passar tanta dificuldade pra chegar até aqui.
È Lamentável....         "
http://http://www.cultura.gov.br,https://cidadao.reclameaqui.com.br/283985/ministerio-da-cultura/programa-de-intercambio-cultural-do-centro-paula-souza-desap/,Programa de Intercâmbio Cultural do Centro Paula Souza desapareceu??? ," 
        Encontrei na Internet numa pesquisa sobre o programa hoje, 29/03/2016 e resolvi compartilhar:
""De: Michel Franklin
Enviado: segunda-feira, 24 de agosto de 2015 16:31
Para: e010dir - Etec Lauro Gomes
Assunto: Programa de Intercâmbio 2016
Prezado(a) diretor(a) Marly de Oliveira Moraes,
O Programa de Intercâmbio Cultural do Centro Paula Souza vem acontecendo desde 2011 e já contemplou mais de 2500 alunos e professores. Com relação à edição 2014, informamos que o pregão eletrônico para definir a agência responsável pelas viagens foi contestado pela segunda colocada no processo licitatório. O questionamento foi indeferido pelo Centro Paula Souza, mas a empresa recorreu à Justiça e obteve uma liminar suspendendo a concorrência.
Por conta disso, os procedimentos de pré-embarque e embarque dos alunos selecionados que concluíram cursos em 2014 foram temporariamente interrompidos (https://goo.gl/lvTWsf). Tão logo tenhamos a resposta da Justiça entraremos em contato.
É importante ressaltar que essa decisão se aplica apenas à edição 2014. Os procedimentos para a escolha dos formandos de 2015 ocorrerão normalmente.
Lembramos ainda que o INTERCÂMBIO 2016 - Alunos CONCLUINTES no PRIMEIRO e SEGUNDO SEMESTRES de 2015 do Ensino Técnico, Integrado, VENCE, EAD, Tecnológico poderão se inscrever no site http://intercambio.fatgestao.org.br/ até o dia 01 de setembro de 2015.""
Não estudei na escola citada, não fiz o curso citado, mas foi a única pista que encontrei na rede sobre o programa...
Me inscrevi no processo de seleção 2016 (conclui o curso técnico em dezembro/2015) no primeiro dia de abertura de inscrição, tive 98,5% de frequência no curso, somente notas MB e poucos B, passaporte em mãos (que vence logo mais e terei que tirar outro), tenho tudo! Até hoje não deram nenhum posicionamento quanto ao programa. Alegam que a verba não foi liberada, Não têm previsão de nada. Nada de nada!
O que aconteceu com o programa? Cancelaram por algum motivo? Por que não liberam a verba logo? Quem está com a verba? O estado está sem dinheiro mesmo com arrecadação de tantos impostos? Essa demora é por que não é ano de eleição? Alguém já cobrou a Secretaria da Educação e da Cultura?
São dúvidas e mais dúvidas que talvez a imprensa tenha interesse em averiguar...
Queria mesmo não depender do programa pra ter uma experiência fora do país e tentar uma oportunidade de não continuar passando por essa situação de quarto mundo do Brasil onde poucos têm tudo, muitos não têm nada e alguns riem da nossa cara!         "
http://http://www.cultura.gov.br,https://cidadao.reclameaqui.com.br/250827/ministerio-da-cultura/o-mec-desligou-a-ligacao-na-minha-cara/,O MEC Desligou a ligação na minha cara ," 
        Hoje, dia: 17/08/2015  Fiz contato com o MEC para fazer uma Reclamão a respeito de não ter recebido informações quanto ao local da prova do ENEM 2015 que não foi enviado. Informei que tinha feito contato com o INEP e a atendente não soube informar quando será disponibilizado essa informação.
Posteriormente, fiz contato com o MEC informando esse absurdo, pois paguei R$ 63,00 e até agora nada !
Quando fiz algumas observações dessa demora, a atendente do MEC desligou a ligação na minha cara.
Parece que eu estou devendo algum favor a esses idiotas, mas o Brasil é assim ... País da corrupção e impunidade, a Educação caminha ao Caos, o Ministério da Educação é uma Vergonha.... Nada funciona !! O site é mal feito, o Link te direciona há uma pagina referente ao ENEM 2014 e nada é deito...
Brasil um País de Impunidade em todos os aspectos !!
Desejo uma resposta e de preferência receber em casa meu cartão com a informação do local da prova.         "
http://http://www.cultura.gov.br,https://cidadao.reclameaqui.com.br/208582/ministerio-da-cultura/descaso-com-as-pessoas-necessidades-especiais/,DESCASO COM AS PESSOAS NECESSIDADES ESPECIAIS ," 
        Um show internacional em um ginásio renomado como o ginásio do Ibirapuera, você nunca imagina que vai se deparar com “erros” tão crassos ou até mesmo descaso. Experimente ter uma pessoa com necessidades especiais , tentando exercer o seu direito de cidadão, indo assistir ao espetáculo:
Primeiro, ele não vai ter opção pra escolher o local que melhor se adapte as suas necessidades  e/ou cabe no seu bolso. A única opção é o setor verde que não é o mais barato nem o que proporciona melhor visão.
Segundo, achei que os assentos detrás do espaço reservado fossem reservados para os seus acompanhantes até que me informaram que os assentos estavam todos ocupados em todos dias/horários e então, admitiram que os assentos eram livres para quem quisesse, sendo o/os acompanhantes sendo obrigados a sentarem onde tivesse vaga, mesmo que fossem esposa e filhos.
Por fim, ao adquirir o ingresso, me ofereceram a fila “F”, inclusive pro meu marido que é cadeirante, dizendo que ""na hora seremos realocados"". Solicitei a presença de uma supervisora, que se apresentou como Carla e garantiu que ""os acompanhantes ficarão juntos com as pessoas com necessidades especiais no espaço reservado, pois isto é a lei"". 
Conclusão, você paga por um evento que é um dos mais caros em nome de proporcionar um dia agradável pra família. Porem, que garantias temos, se não temos nem local garantido pra ficar? E os assentos que nos foram vendidos na fila “F”, ficarão vazios?
EXIJO UMA RESPOSTA DE UMA AUTORIDADE COMPETENTE QUE NOS TRANQUILIZE E GARANTA REALMENTE TERMOS UM BOM ESPETACULO         "
http://http://www.cultura.gov.br,https://cidadao.reclameaqui.com.br/208581/ministerio-da-cultura/sistema-fies-da-caixa-nao-gera-boleto/,Sistema FIES da Caixa não gera boleto ," 
        Gostaria de reclamar quanto ao Sistema FIES da Caixa (CEF), pois já fazem 8 dias que estou tentando gerar a 2° via do boleto do FIES e o site do mesmo na Caixa NÃO está funcionando, ou seja não consigo acessar nada e não tenho como pagar pois na cidade onde estou agora não tem nenhuma agencia da Caixa. Agora não sei como irei pagar o boleto que já venceu no dia 15/03/14, sendo que já é 21/03/14 e até hoje a caixa não solucionou o problema no site, já liguei e postei reclamando do acesso porem até agora não foi solucionado o problema.         "
http://www.mc.gov.br ,https://cidadao.reclameaqui.com.br/230126/ministerio-das-comunicacoes/mau-servico-dos-correios/,Mau serviço dos Correios ," 
        Os Correios atualmente faz pouco caso do consumidor. Minha encomenda ""PD167874082BR"" tem mais de um mês e ainda não foi entregue, acho que perderam. Tem mais de 1 mês vindo de Recife/PE para Maceió/AL. Já reclamei no ""Fale com os Correios"" e na ""Ouvidoria"" (Código da Reclamação: 32367315) e nada de resolver o meu problema. Ninguém me informa nada.         "
http://www.mc.gov.br ,https://cidadao.reclameaqui.com.br/344409/ministerio-das-comunicacoes/correios-e-telegrafos-atraso-exorbitante-sou-um-idiota/,Correios e telegrafos Atraso exorbitante; Sou um idiota ," 
        RB230383321SG protocolo : 68840733. inicio 11/05 2016 ate hoje 14 /08 2017 já estourou os dias úteis 40; de acordo com a Atendente haveria um retorno e nada ;sinto me um idiota pois não tem a quem reclamar sou um nada
.
 RS653395862CN protocolo : 73924664. já estourou os dias úteis 40; de acordo com a Atendente haveria um retorno e nada ;sinto me um idiota pois não tem a quem reclamar. sou um nada
RM907859014CN  protocolo : 73690032. já estourou os dias úteis 40; de acordo com a Atendente haveria um retorno e nada ;sinto me um idiota pois não tem a quem reclamar. sou um nada         "
http://www.mc.gov.br ,https://cidadao.reclameaqui.com.br/230871/ministerio-das-comunicacoes/exposicao-publica-facilitada-de-dados-de-brasileiros-a-qualq/,"Exposição publica facilitada de dados de brasileiros, a qualquer pessoa no mundo - gratuitamente "," 
        Empresas de busca como a  ttps://www.google.com.br/ ; e a  http://br.yahoo.com/?p=us ; e outras empresas de busca que operam no território brasileiro, tem exposto informações, sem o consentimento ou autorização, de brasileiros e brasileiras, quando se digita ""nome completo"", em suas páginas, exemplo : acesse https://www.google.com.br/?gws_rd=ssl e digite na busca ""fulano de tal "", ou seu próprio nome ou nome de qualquer pessoa - aparecerá todas informações sobre a pessoa.
Faça o teste !
Isto lesa o direitos à intimidade, visto que até Empresas, utilizam deste ardil para selecionar pessoas buscando informações na internet, conforme reportagens na CBN (    http://cbn.globoradio.globo.com/comentaristas/max-gehringer/2013/05/02/EMPRESAS-PESQUISAM-NOMES-DE-CANDIDATOS-NA-INTERNET.htm    ) excluindo aquelas que processam empresas na justiça trabalhista, entre outros ardis para discriminação, e é perigoso, visto que criminosos, pode utilizar dessas informações para fins que prejudiquem os expostos, e essas informações estão na rede mundial, onde qualquer pessoa com um computador pode acessá-las. Em muitas vezes expõe-se endereço e telefone.
Solicita-se que a esse órgão que  investigue sobre quais direitos essas empresas e outras que operam no território nacional, tem exposto as informações de seus usuários à qualquer pessoa, em qualquer parte do mundo, e tome todas as medidas cabíveis para que esta prática seja extinta para dados de brasileiros , se necessário oficie o pedido de investigação do fato para a Procuradoria da União, e para a Agencia Reguladora responsável , dando-me o direito ao anonimato.
E que TODAS as informações referidas ao nome de brasileiros, ou qualquer dado referente à suas pessoas naturais, nestes sites de buscas, e outros que houverem, sejam bloqueadas para pesquisas.
O melhor horário de contato com minha pessoa é após 12h.         "
http://www.mc.gov.br ,https://cidadao.reclameaqui.com.br/295590/ministerio-das-comunicacoes/nao-recebimento-do-ar-correspondencia-enviada/,Não recebimento do AR correspondência enviada ," 
        Somos da Imobiliária Catarina Imóveis na cidade de Sete Lagoas/MG.
Enviamos uma Carta Extra Judicial a um Cliente, claro no aguardo do retorno do AR..porém, não houve retorno.Considerando o fato de que precisamos entrar com Ação de despejo deste Cliente é necessário ter anexado esse ""AR"". Entramos em contato com os correios mais os mesmo não nos passam uma previsão de recebimento da 2ª via do AR.
A partir do momento que pagamos um valor a mais para envio de uma correspondência especial, fica difícil, qaundo na hora em que mais precisamos do Serviços de um Órgão como os CORREIOS, não obtermos atendimento a contento.
Precisamos urgente de uma solução.
No aguardo 
Patrícia G. Ciaccio
IMOBILIÁRIA CATARINA IMÓVEIS - SETE LAGOAS MG         "
http://www.mc.gov.br ,https://cidadao.reclameaqui.com.br/235015/ministerio-das-comunicacoes/objetos-recebidos-e-nao-entregues-pelos-correios/,OBJETOS RECEBIDOS E NÃO ENTREGUES PELOS CORREIOS ," 
        Efetuei uma compra pela internet e o objeto foi recebido pelos CORREIOS em  12.12.14 e até a presente data não foi entregue. O código de rastreamento é RJ269166265CN.
Fiz uma reclamação no site dos CORREIOS e obtive o protocolo de n.  26316251.
Aguardo sua manifestação.
Obrigada
Célia Belizário da Motta
email: celiadamotta@hotmail.com         "
http://www.mc.gov.br ,https://cidadao.reclameaqui.com.br/226830/ministerio-das-comunicacoes/correios-nao-atendem/,CORREIOS NÃO ATENDEM ," 
        Fiz uma compra pela internet, o produto tinha o código de rastreio RT244937670HK. O produto foi entregue no Brasil aos correios em 31/12/2014. Os correios informaram que demoraria 50 dias úteis para entrega do produto ao destino. Essa data seria 13/03/2015. Após essa data fiz reclamação aos correios sob o protocolo 30920755. Não recebi resposta e voltei a reclamar. O correio me enviou informação que o produto estava extraviado. Solcitei maiores informações e o atendimento telefonico não soube me informar nada. Tentei a ouvidoria deste órgão, que só funciona no site (não tem atendimento telefonico nem nada) depois que se preenche um formulário, o site sempre informa que está fora do ar no momento e que deveria retornar. Tentei a ouvidoria por esse único canal várias vezes. Depois tentei pelo portal de ouvidorias do Governo Federal, que redireciona automaticamente para os sites dos correios. O fato é que minha mercadoria foi extraviada pelos correios e não tenho nenhuma informação sobre isso. Além disso não tem canal que possa me informar sobre o paradeiro da minha compra. Os correios perdem mercadoria sob sua responsabilidade e eu não recebo nenhuma resposta sobre o que se perdeu? Isso é uma total falta de respeito com o cidadão além de abuso de poder de mercado.         "
http://www.mc.gov.br ,https://cidadao.reclameaqui.com.br/346223/ministerio-das-comunicacoes/pagamento-nao-realizado/,Pagamento não realizado ," 
        O pagamentos dos aposentados e pensionistas do Ministério das Comunicações sempre foi feito no primeiro dia útil do mês. Porém até o momento o pagamento deste mês não entrou. Não há nenhuma informação disponibilizada justificando o atraso. 
O site (que mudou, diga-se de passagem) está indisponível. Telefonei ao Ministério em São Paulo e o atendente disse que é normal o atraso (nunca!) e que eu aguarde pois alguma hora o pagamento vai sair. Não tenho onde reclamar. Dependo dessa pensão para comer e comprar medicamentos. Por favor alguém me informe o que está acontecendo.         "
http://www.mc.gov.br ,https://cidadao.reclameaqui.com.br/229790/ministerio-das-comunicacoes/envio-de-resposta-em-branco/,Envio de resposta em branco ," 
        Em 15/04/2015, encaminhei a seguinte reclamação a ouvidoria do Ministério das Comunicações:
""Adquiri um encomenda, via internet e a empresa ""Livraria Amaral"" me encaminhou no dia 30/30/2015 via Correios (ECT) registro: RE 927657872 BR. No entanto, até a data de hoje (15/04/2015) e nenhum canal dos Correios consegue ao menos me dizer onde está a minha mercadoria. Estou com o protocolo em aberto nº 31982516, desde 11/04/2015 que segundo a analista Elisa do canal 3003 0100 só será respondido dia 20/04/2015. No entanto, essa encomenda está vindo de bairros diferentes da cidade de São Paulo (Vila Prudente-Jd. Vista Alegre) e não da Austrália para o Brasil. Um absurdo! Sem contar que nas agências dos Correios, quando se vai entregar uma carta, fica-se horas aguardando, enquanto que, as empresas franquiadas são recebidas alegremente pelos atendentes. Afinal, se os Correios viraram
transportadora, a população brasileira deveria ser saber. Estou enviando uma sugestão de reclamação também para o Ministério Público!""
E na data de hoje (07/05/2015) recebi a seguinte resposta: 
Dados Manifestante:
Nome:
Nº PI: 31982516
Análise:
Conclusão Técnica:
Ou seja, tudo em branco. 
Pergunto: será pegadinha? ou descaso mesmo?         "
http://www.mc.gov.br ,https://cidadao.reclameaqui.com.br/248576/ministerio-das-comunicacoes/esse-ministerio-existe-para-que/,ESSE MINISTÉRIO EXISTE PARA QUE? ," 
        QUERO SABER ONDE ANDA O MINISTÉRIO DAS COMUNICAÇÕES QUE NÃO CONSEGUE ENXERGAR O QUE A OI FAZ COM AS PESSOAS? NÃO TRATA-SE APENAS DE UMA EMPRESA  PARTICULAR QUE PRESTA PÉSSIMOS SERVIÇOS AOS SEUS CLIENTES.
TRATA-SE DE UMA EMPRESA QUE PRESTA SERVIÇO DE CUNHO ESSENCIAL E PÚBLICO E QUE PROVOCA COM TODA CERTEZA DESCONTROLE E PROBLEMAS DE SAÚDE NAS PESSOAS QUE PRECISAM LIDAR COM AS NEGOCIAÇÕES COM ESSA EMPRESA.
O MINISTÉRIO DEVE TER UM CONTRATO DE FRANQUIA QUE EXIJA DA EMPRESA UM NÍVEL DE SATISFAÇÃO E RESPEITO QUE SE CONSIDERE MÍNIMO PARA QUE ELA SE MANTENHA PRESTANDO SERVIÇO AO MERCADO.
QUERO DEIXAR REGISTRADA MINHA RECLAMAÇÃO CONTRA ESSE ÓRGÃO QUE NÃO FAZ ABSOLUTAMENTE NADA PARA ACABAR COM ESSA FALTA DE RESPEITO TOTAL.         "
http://www.mc.gov.br ,https://cidadao.reclameaqui.com.br/283917/ministerio-das-comunicacoes/nao-respondem-a-mensagens/,Não respondem a mensagens ," 
        Faz 1 ano que mandei mensagens e pedido de esclarecimentos e ajuda em relação à Claro e até hoje não responderam às mensagens.         "
